age,starttime,gender,hhi,education,ideo5,newsint,corona1,stimulus_check,amount,employ,pres_2020,pres_2020lean,dfp_public_figure_ap_1,dfp_public_figure_ap_2,dfp_public_figure_ap_3,dfp_public_figure_ap_4,dfp_public_figure_ap_5,dfp_public_figure_ap_6,dfp_public_figure_ap_7,dfp_public_figure_ap_8,dfp_public_figure_ap_9,dfp_public_figure_ap_10
59,5/5/2020 13:41,Male,11,7,Conservative,Most of the time,Somewhat worried,Yes,1200,Retired,Joe Biden (Democrat),,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve
44,5/5/2020 13:48,Male,18,6,Moderate,Most of the time,I have already had coronavirus,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
47,5/5/2020 13:36,Female,10,3,Liberal,Some of the time,Somewhat worried,No,,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Not sure,Strongly approve,Strongly disapprove,Not sure,Somewhat approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
37,5/5/2020 13:34,Female,22,7,Moderate,Most of the time,Somewhat worried,Yes,2400,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Strongly approve,Strongly approve,Somewhat approve,Somewhat disapprove,Somewhat approve
47,5/5/2020 13:35,Female,19,6,Moderate,Most of the time,Not worried at all,Yes,2400,Full-time,A different candidate,,Somewhat approve,Not sure,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Not sure,Not sure,Somewhat approve,Somewhat approve
76,5/5/2020 13:47,Female,18,7,Liberal,Most of the time,Very worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Somewhat approve,Strongly disapprove,Somewhat approve
64,5/5/2020 13:40,Female,3,2,Moderate,Some of the time,Somewhat worried,Yes,1200,Full-time,Joe Biden (Democrat),,Somewhat approve,Not sure,Not sure,Not sure,Not sure,Strongly approve,Strongly approve,Not sure,Not sure,Strongly approve
59,5/5/2020 13:43,Male,21,7,Liberal,Most of the time,Somewhat worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve
40,5/5/2020 13:38,Female,9,6,Moderate,Hardly at all,Somewhat worried,Yes,1700,Full-time,Not sure,Joe Biden (Democrat),Somewhat disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Strongly approve
43,5/5/2020 13:45,Male,1,4,Very liberal,Most of the time,Somewhat worried,No,,Unemployed,Would not vote,,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove
74,5/5/2020 13:49,Female,2,6,Liberal,Most of the time,Very worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
77,5/5/2020 13:36,Male,16,7,Very conservative,Some of the time,Somewhat worried,No,,Retired,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat approve,Somewhat approve
70,5/5/2020 13:42,Male,11,6,Conservative,Most of the time,Not too worried,Yes,1200,Retired,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Not sure,Strongly approve,Somewhat disapprove
30,5/5/2020 13:52,Male,19,7,Very conservative,Some of the time,Somewhat worried,Yes,500,Full-time,Joe Biden (Democrat),,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly approve,Somewhat disapprove,Somewhat approve,Somewhat approve
40,5/5/2020 13:52,Male,2,7,Moderate,Some of the time,Somewhat worried,No,,Unemployed,Donald Trump (Republican),,Somewhat approve,Not sure,Somewhat approve,Not sure,Not sure,Somewhat disapprove,Strongly approve,Somewhat approve,Not sure,Somewhat approve
63,5/5/2020 13:44,Male,19,6,Very liberal,Most of the time,Very worried,Yes,1200,Full-time,A different candidate,,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove
33,5/5/2020 13:45,Male,5,6,Very liberal,Most of the time,Very worried,Yes,2400,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat approve,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve
29,5/5/2020 13:45,Male,1,4,Conservative,Most of the time,Very worried,No,,Full-time,Joe Biden (Democrat),,Somewhat disapprove,Strongly approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve
42,5/5/2020 13:44,Male,4,2,Conservative,Some of the time,Not too worried,No,,Part-time,Donald Trump (Republican),,Somewhat disapprove,Not sure,Strongly disapprove,Not sure,Not sure,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove
18,5/5/2020 13:43,Male,19,8,Moderate,Only now and then,Very worried,Yes,2000,Student,Donald Trump (Republican),,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Not sure,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve
49,5/5/2020 13:47,Male,2,4,Moderate,Only now and then,Somewhat worried,No,,Unemployed,Donald Trump (Republican),,Not sure,Not sure,Strongly disapprove,Not sure,Not sure,Somewhat approve,Strongly disapprove,Not sure,Somewhat approve,Somewhat approve
78,5/5/2020 13:40,Female,3,4,Very liberal,Most of the time,Very worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
40,5/5/2020 13:50,Male,9,2,Not sure,Some of the time,Not worried at all,No,,Part-time,Would not vote,,Strongly approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve,Strongly approve,Somewhat approve,Somewhat approve,Somewhat disapprove
47,5/5/2020 13:43,Female,6,4,Moderate,Some of the time,Not too worried,Yes,1200,Full-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat disapprove,Not sure,Somewhat approve,Strongly approve,Somewhat approve,Somewhat disapprove,Strongly approve
60,5/5/2020 13:48,Male,1,2,Liberal,Most of the time,Very worried,Yes,1200,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve
66,5/5/2020 13:42,Male,4,6,Moderate,Most of the time,Somewhat worried,Yes,1200,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat approve
72,5/5/2020 13:44,Male,12,6,Conservative,Some of the time,Very worried,Yes,1200,Retired,Not sure,Donald Trump (Republican),Somewhat disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat approve,Strongly approve
48,5/5/2020 13:47,Female,15,2,Conservative,Some of the time,Not worried at all,Yes,1200,Full-time,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
32,5/5/2020 13:05,Female,1,4,Conservative,Some of the time,Very worried,Yes,2000,Part-time,Donald Trump (Republican),,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly approve
45,5/5/2020 13:41,Female,1,5,Conservative,Some of the time,Somewhat worried,Yes,1200,Temporarily laid off,Joe Biden (Democrat),,Strongly approve,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Not sure,Somewhat approve,Not sure,Somewhat approve
41,5/5/2020 13:49,Male,14,4,Moderate,Some of the time,Very worried,Yes,1400,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve,Somewhat approve
62,5/5/2020 13:44,Female,2,7,Very conservative,Most of the time,Somewhat worried,Yes,2400,Unemployed,Donald Trump (Republican),,Strongly approve,Not sure,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove
22,5/5/2020 13:32,Female,4,4,Liberal,Only now and then,Very worried,Yes,1200,Full-time,Joe Biden (Democrat),,Somewhat approve,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
71,5/5/2020 13:47,Female,13,2,Conservative,Some of the time,Very worried,Yes,1200,Retired,Donald Trump (Republican),,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat disapprove,Strongly disapprove,Somewhat approve,Somewhat disapprove
54,5/5/2020 13:47,Female,20,2,Moderate,Most of the time,Very worried,Yes,1950,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
81,5/5/2020 13:44,Female,10,2,Moderate,Most of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat disapprove,Strongly disapprove,Not sure,Somewhat approve,Not sure,Somewhat approve,Somewhat disapprove,Somewhat approve
61,5/5/2020 13:37,Female,-3105,5,Liberal,Some of the time,Somewhat worried,No,,Part-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Strongly disapprove,Somewhat approve
27,5/5/2020 13:52,Male,11,5,Very liberal,Some of the time,Very worried,No,,Part-time,Would not vote,,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove,Strongly disapprove,Strongly approve
46,5/5/2020 13:38,Female,1,2,Not sure,Hardly at all,Somewhat worried,No,,Permanently disabled,Would not vote,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure
54,5/5/2020 13:42,Female,24,4,Moderate,Some of the time,Very worried,No,,Retired,Not sure,Joe Biden (Democrat),Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly approve
53,5/5/2020 13:46,Female,-3105,8,Liberal,Some of the time,Somewhat worried,No,,Full-time,Joe Biden (Democrat),,Strongly disapprove,Not sure,Somewhat approve,Strongly disapprove,Not sure,Not sure,Not sure,Somewhat approve,Strongly disapprove,Strongly approve
30,5/5/2020 13:08,Female,2,6,Very liberal,Most of the time,Very worried,Yes,1700,Full-time,Joe Biden (Democrat),,Strongly approve,Somewhat disapprove,Somewhat approve,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Somewhat approve,Strongly approve
28,5/5/2020 13:43,Male,2,3,Moderate,Hardly at all,Somewhat worried,Yes,1200,Full-time,Donald Trump (Republican),,Somewhat approve,Not sure,Not sure,Somewhat disapprove,Not sure,Somewhat approve,Somewhat disapprove,Somewhat approve,Not sure,Strongly approve
52,5/5/2020 13:45,Male,-3105,4,Conservative,Only now and then,Somewhat worried,No,,Full-time,Joe Biden (Democrat),,Somewhat disapprove,Not sure,Not sure,Not sure,Not sure,Somewhat approve,Not sure,Not sure,Somewhat disapprove,Strongly approve
31,5/5/2020 13:55,Male,10,7,Very liberal,Most of the time,Very worried,Yes,2000,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat disapprove,Strongly approve,Somewhat approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Strongly approve,Somewhat disapprove
56,5/5/2020 13:47,Female,14,7,Liberal,Most of the time,Very worried,Yes,1200,Part-time,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Strongly approve,Strongly approve,Strongly disapprove,Somewhat disapprove
26,5/5/2020 13:46,Male,2,6,Liberal,Some of the time,Somewhat worried,No,,Temporarily laid off,A different candidate,,Somewhat disapprove,Somewhat disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat approve
74,5/5/2020 13:46,Female,19,2,Moderate,Most of the time,Somewhat worried,Yes,2400,Retired,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Strongly approve,Strongly disapprove,Strongly approve,Strongly approve,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve
73,5/5/2020 13:41,Male,12,3,Very conservative,Most of the time,Somewhat worried,No,,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Somewhat disapprove,Somewhat approve,Strongly disapprove,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly approve
58,5/5/2020 13:52,Male,4,4,Conservative,Most of the time,Not too worried,Yes,2400,Permanently disabled,Donald Trump (Republican),,Strongly approve,Not sure,Somewhat approve,Not sure,Not sure,Strongly approve,Strongly disapprove,Not sure,Strongly approve,Strongly approve
48,5/5/2020 13:51,Female,6,4,Very conservative,Some of the time,Somewhat worried,Yes,2400,Full-time,Donald Trump (Republican),,Strongly approve,Not sure,Strongly approve,Strongly approve,Strongly approve,Not sure,Not sure,Somewhat disapprove,Strongly approve,Strongly approve
40,5/5/2020 13:45,Male,6,1,Conservative,Some of the time,Not too worried,Yes,1700,Full-time,Donald Trump (Republican),,Somewhat approve,Not sure,Somewhat disapprove,Not sure,Not sure,Strongly approve,Not sure,Strongly disapprove,Not sure,Not sure
49,5/5/2020 13:53,Male,8,4,Moderate,Some of the time,Not too worried,No,,Full-time,Donald Trump (Republican),,Strongly approve,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Strongly approve,Somewhat disapprove,Somewhat approve,Somewhat approve,Strongly approve
76,5/5/2020 13:41,Female,5,2,Very conservative,Most of the time,Not worried at all,Yes,2400,Retired,Donald Trump (Republican),,Strongly approve,Somewhat approve,Strongly disapprove,Strongly approve,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat disapprove
32,5/5/2020 13:47,Male,-3105,2,Very liberal,Most of the time,Not too worried,No,,Unemployed,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Not sure,Not sure,Somewhat disapprove,Strongly disapprove,Strongly approve
58,5/5/2020 13:46,Female,5,6,Moderate,Most of the time,Very worried,Yes,1200,Permanently disabled,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Strongly approve,Somewhat approve,Somewhat approve,Strongly disapprove,Somewhat disapprove
42,5/5/2020 13:51,Male,5,4,Liberal,Most of the time,Somewhat worried,No,,Student,Joe Biden (Democrat),,Strongly disapprove,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat approve,Somewhat approve,Somewhat approve,Somewhat approve,Strongly disapprove,Strongly approve
84,5/5/2020 13:37,Male,11,2,Moderate,Most of the time,Somewhat worried,No,,Retired,Joe Biden (Democrat),,Somewhat approve,Not sure,Strongly approve,Strongly disapprove,Somewhat approve,Strongly approve,Not sure,Strongly approve,Not sure,Strongly approve
28,5/5/2020 13:36,Female,-3105,2,Liberal,Some of the time,Somewhat worried,No,,Temporarily laid off,Would not vote,,Somewhat approve,Not sure,Not sure,Somewhat approve,Somewhat approve,Not sure,Not sure,Not sure,Somewhat approve,Somewhat approve
73,5/5/2020 13:52,Male,9,5,Conservative,Some of the time,Somewhat worried,No,,Part-time,Joe Biden (Democrat),,Strongly disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Somewhat approve,Somewhat disapprove,Somewhat disapprove,Somewhat disapprove,Strongly disapprove
59,5/5/2020 13:42,Male,8,2,Moderate,Most of the time,Somewhat worried,No,,Homemaker,Donald Trump (Republican),,Somewhat approve,Strongly approve,Strongly disapprove,Somewhat approve,Strongly disapprove,Somewhat disapprove,Strongly disapprove,Strongly disapprove,Strongly approve,Somewhat approve
